delta_t,ir_v_d,re_v_d,ta,tb1,tb2,tc,va,vb1,vb2,vc,bat_id
415,0.58298,0.13915,2013/11/25 19:36,2013/11/25 19:42,2013/11/25 19:42,2013/11/25 19:49,3.72443,3.0023,3.14145,3.2116,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58394,0.13463,2013/11/25 20:02,2013/11/25 20:08,2013/11/25 20:08,2013/11/25 20:15,3.72378,3.00521,3.13984,3.20998,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.582,0.14207,2013/11/25 20:28,2013/11/25 20:34,2013/11/25 20:34,2013/11/25 20:41,3.72394,2.99987,3.14194,3.21224,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58394,0.13722,2013/11/25 20:54,2013/11/25 21:00,2013/11/25 21:00,2013/11/25 21:07,3.72426,3.0031,3.14032,3.2103,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58297,0.1411,2013/11/25 21:20,2013/11/25 21:26,2013/11/25 21:26,2013/11/25 21:33,3.72394,2.99987,3.14097,3.21111,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58394,0.13997,2013/11/25 21:46,2013/11/25 21:52,2013/11/25 21:52,2013/11/25 21:59,3.72394,3.00003,3.14,3.20982,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58362,0.13932,2013/11/25 22:12,2013/11/25 22:18,2013/11/25 22:18,2013/11/25 22:25,3.72346,3.00052,3.13984,3.20998,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58217,0.13851,2013/11/25 22:38,2013/11/25 22:44,2013/11/25 22:45,2013/11/25 22:51,3.72362,3.00294,3.14145,3.21127,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58523,0.13884,2013/11/25 23:04,2013/11/25 23:11,2013/11/25 23:11,2013/11/25 23:18,3.72394,2.99987,3.13871,3.20885,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58298,0.13673,2013/11/25 23:31,2013/11/25 23:37,2013/11/25 23:37,2013/11/25 23:44,3.72346,3.00375,3.14048,3.21063,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58297,0.14061,2013/11/25 23:57,2013/11/26 0:03,2013/11/26 0:03,2013/11/26 0:10,3.72378,3.0002,3.14081,3.21063,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58507,0.139,2013/11/26 0:23,2013/11/26 0:29,2013/11/26 0:29,2013/11/26 0:36,3.72394,2.99987,3.13887,3.20901,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58282,0.14077,2013/11/26 0:49,2013/11/26 0:55,2013/11/26 0:55,2013/11/26 1:02,3.72346,2.99987,3.14064,3.21079,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5833,0.14077,2013/11/26 1:15,2013/11/26 1:21,2013/11/26 1:21,2013/11/26 1:28,3.72394,2.99987,3.14064,3.21047,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.5833,0.14077,2013/11/26 1:41,2013/11/26 1:47,2013/11/26 1:47,2013/11/26 1:54,3.72394,2.99987,3.14064,3.21047,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58298,0.13479,2013/11/26 2:07,2013/11/26 2:13,2013/11/26 2:13,2013/11/26 2:20,3.72362,3.00585,3.14064,3.21047,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58507,0.1335,2013/11/26 2:33,2013/11/26 2:39,2013/11/26 2:39,2013/11/26 2:46,3.72378,3.00521,3.13871,3.20901,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58233,0.14142,2013/11/26 2:59,2013/11/26 3:05,2013/11/26 3:05,2013/11/26 3:12,3.72362,2.99987,3.14129,3.21127,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58362,0.1335,2013/11/26 3:25,2013/11/26 3:31,2013/11/26 3:31,2013/11/26 3:38,3.72378,3.00666,3.14016,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58588,0.13318,2013/11/26 3:51,2013/11/26 3:57,2013/11/26 3:58,2013/11/26 4:05,3.72394,3.00488,3.13806,3.20853,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58313,0.14094,2013/11/26 4:18,2013/11/26 4:24,2013/11/26 4:24,2013/11/26 4:31,3.72394,2.99987,3.14081,3.21063,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58895,0.13512,2013/11/26 4:44,2013/11/26 4:50,2013/11/26 4:50,2013/11/26 4:57,3.7241,3.00003,3.13515,3.20529,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58232,0.13981,2013/11/26 5:10,2013/11/26 5:16,2013/11/26 5:16,2013/11/26 5:23,3.72313,3.001,3.14081,3.21063,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58458,0.13965,2013/11/26 5:36,2013/11/26 5:42,2013/11/26 5:42,2013/11/26 5:49,3.72426,3.00003,3.13968,3.2095,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58281,0.14094,2013/11/26 6:02,2013/11/26 6:08,2013/11/26 6:08,2013/11/26 6:15,3.72362,2.99987,3.14081,3.21063,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58442,0.14078,2013/11/26 6:28,2013/11/26 6:34,2013/11/26 6:34,2013/11/26 6:41,3.72426,2.99906,3.13984,3.20982,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58653,0.13738,2013/11/26 6:54,2013/11/26 7:00,2013/11/26 7:00,2013/11/26 7:07,3.72378,2.99987,3.13725,3.20756,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58443,0.13932,2013/11/26 7:20,2013/11/26 7:26,2013/11/26 7:26,2013/11/26 7:33,3.72362,2.99987,3.13919,3.2095,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58346,0.14045,2013/11/26 7:46,2013/11/26 7:52,2013/11/26 7:52,2013/11/26 7:59,3.72378,2.99987,3.14032,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5841,0.13997,2013/11/26 8:12,2013/11/26 8:18,2013/11/26 8:19,2013/11/26 8:25,3.72394,2.99987,3.13984,3.20998,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58362,0.13625,2013/11/26 8:39,2013/11/26 8:45,2013/11/26 8:45,2013/11/26 8:52,3.72378,3.00391,3.14016,3.20982,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58394,0.13997,2013/11/26 9:05,2013/11/26 9:11,2013/11/26 9:11,2013/11/26 9:18,3.72378,2.99987,3.13984,3.20998,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58701,0.13706,2013/11/26 9:31,2013/11/26 9:37,2013/11/26 9:37,2013/11/26 9:44,3.72394,2.99987,3.13693,3.20707,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58362,0.14029,2013/11/26 9:57,2013/11/26 10:03,2013/11/26 10:03,2013/11/26 10:10,3.72378,2.99987,3.14016,3.20998,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58588,0.13803,2013/11/26 10:23,2013/11/26 10:29,2013/11/26 10:29,2013/11/26 10:36,3.72378,2.99987,3.1379,3.20804,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58524,0.13867,2013/11/26 10:49,2013/11/26 10:55,2013/11/26 10:55,2013/11/26 11:02,3.72378,2.99987,3.13854,3.20869,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5841,0.13479,2013/11/26 11:15,2013/11/26 11:21,2013/11/26 11:21,2013/11/26 11:28,3.7241,3.00521,3.14,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58701,0.13447,2013/11/26 11:41,2013/11/26 11:47,2013/11/26 11:47,2013/11/26 11:54,3.72394,3.00246,3.13693,3.20739,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58443,0.13576,2013/11/26 12:07,2013/11/26 12:13,2013/11/26 12:13,2013/11/26 12:20,3.72346,3.00327,3.13903,3.20917,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.5841,0.14013,2013/11/26 12:33,2013/11/26 12:39,2013/11/26 12:39,2013/11/26 12:46,3.7241,2.99987,3.14,3.2103,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58507,0.13932,2013/11/26 12:59,2013/11/26 13:05,2013/11/26 13:06,2013/11/26 13:12,3.72426,2.99987,3.13919,3.20917,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58249,0.14158,2013/11/26 13:26,2013/11/26 13:32,2013/11/26 13:32,2013/11/26 13:39,3.72394,2.99987,3.14145,3.21144,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58507,0.13932,2013/11/26 13:52,2013/11/26 13:58,2013/11/26 13:58,2013/11/26 14:05,3.72426,2.99987,3.13919,3.20917,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58556,0.13867,2013/11/26 14:18,2013/11/26 14:24,2013/11/26 14:24,2013/11/26 14:31,3.7241,2.99987,3.13854,3.20885,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58281,0.13948,2013/11/26 14:44,2013/11/26 14:50,2013/11/26 14:50,2013/11/26 14:57,3.72378,3.00149,3.14097,3.21095,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58556,0.13738,2013/11/26 15:10,2013/11/26 15:16,2013/11/26 15:16,2013/11/26 15:23,3.72443,3.00149,3.13887,3.20901,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58313,0.13787,2013/11/26 15:36,2013/11/26 15:42,2013/11/26 15:42,2013/11/26 15:49,3.7241,3.0031,3.14097,3.21111,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58733,0.1369,2013/11/26 16:02,2013/11/26 16:08,2013/11/26 16:08,2013/11/26 16:15,3.7241,2.99987,3.13677,3.20723,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58313,0.14094,2013/11/26 16:28,2013/11/26 16:34,2013/11/26 16:34,2013/11/26 16:41,3.72394,2.99987,3.14081,3.21079,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58459,0.14029,2013/11/26 16:54,2013/11/26 17:00,2013/11/26 17:00,2013/11/26 17:07,3.72475,2.99987,3.14016,3.2103,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58394,0.14029,2013/11/26 17:20,2013/11/26 17:26,2013/11/26 17:27,2013/11/26 17:33,3.7241,2.99987,3.14016,3.20998,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58685,0.13738,2013/11/26 17:46,2013/11/26 17:53,2013/11/26 17:53,2013/11/26 17:59,3.7241,2.99987,3.13725,3.20756,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5833,0.13738,2013/11/26 18:13,2013/11/26 18:19,2013/11/26 18:19,2013/11/26 18:26,3.72362,3.00294,3.14032,3.2103,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58685,0.13188,2013/11/26 18:39,2013/11/26 18:45,2013/11/26 18:45,2013/11/26 18:52,3.7241,3.00537,3.13725,3.20756,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58475,0.13916,2013/11/26 19:05,2013/11/26 19:11,2013/11/26 19:11,2013/11/26 19:18,3.72378,2.99987,3.13903,3.20901,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5875,0.13657,2013/11/26 19:31,2013/11/26 19:37,2013/11/26 19:37,2013/11/26 19:44,3.72394,2.99987,3.13644,3.20675,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58507,0.13884,2013/11/26 19:57,2013/11/26 20:03,2013/11/26 20:03,2013/11/26 20:10,3.72378,2.99987,3.13871,3.20901,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5841,0.13657,2013/11/26 20:23,2013/11/26 20:29,2013/11/26 20:29,2013/11/26 20:36,3.7241,3.00343,3.14,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58442,0.13981,2013/11/26 20:49,2013/11/26 20:55,2013/11/26 20:55,2013/11/26 21:02,3.7241,2.99987,3.13968,3.20966,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.5841,0.14013,2013/11/26 21:15,2013/11/26 21:21,2013/11/26 21:21,2013/11/26 21:28,3.7241,2.99987,3.14,3.20998,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58749,0.13205,2013/11/26 21:41,2013/11/26 21:47,2013/11/26 21:47,2013/11/26 21:54,3.72426,3.00472,3.13677,3.20675,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5854,0.13786,2013/11/26 22:07,2013/11/26 22:13,2013/11/26 22:13,2013/11/26 22:20,3.72362,3.00036,3.13822,3.20853,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58507,0.13916,2013/11/26 22:33,2013/11/26 22:39,2013/11/26 22:40,2013/11/26 22:46,3.7241,2.99987,3.13903,3.20901,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58911,0.12946,2013/11/26 23:00,2013/11/26 23:06,2013/11/26 23:06,2013/11/26 23:13,3.72394,3.00537,3.13483,3.20529,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58346,0.1377,2013/11/26 23:26,2013/11/26 23:32,2013/11/26 23:32,2013/11/26 23:39,3.72378,3.00262,3.14032,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58943,0.13577,2013/11/26 23:52,2013/11/26 23:58,2013/11/26 23:58,2013/11/27 0:05,3.72426,2.99906,3.13483,3.20497,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58362,0.14013,2013/11/27 0:18,2013/11/27 0:24,2013/11/27 0:24,2013/11/27 0:31,3.72362,2.99987,3.14,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58944,0.13286,2013/11/27 0:44,2013/11/27 0:50,2013/11/27 0:50,2013/11/27 0:57,3.72443,3.00213,3.13499,3.20513,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58313,0.13996,2013/11/27 1:10,2013/11/27 1:16,2013/11/27 1:16,2013/11/27 1:23,3.72329,3.0002,3.14016,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58686,0.1377,2013/11/27 1:36,2013/11/27 1:42,2013/11/27 1:42,2013/11/27 1:49,3.72443,2.99987,3.13757,3.20756,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58491,0.13916,2013/11/27 2:02,2013/11/27 2:08,2013/11/27 2:08,2013/11/27 2:15,3.72394,2.99987,3.13903,3.20933,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58475,0.139,2013/11/27 2:28,2013/11/27 2:34,2013/11/27 2:34,2013/11/27 2:41,3.72459,3.00084,3.13984,3.2095,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58491,0.13803,2013/11/27 2:54,2013/11/27 3:00,2013/11/27 3:01,2013/11/27 3:07,3.72459,3.00165,3.13968,3.20998,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58685,0.13754,2013/11/27 3:21,2013/11/27 3:27,2013/11/27 3:27,2013/11/27 3:34,3.72426,2.99987,3.13741,3.20756,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58394,0.14045,2013/11/27 3:47,2013/11/27 3:53,2013/11/27 3:53,2013/11/27 4:00,3.72426,2.99987,3.14032,3.21063,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58491,0.13916,2013/11/27 4:13,2013/11/27 4:19,2013/11/27 4:19,2013/11/27 4:26,3.72459,3.00052,3.13968,3.20966,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58395,0.14077,2013/11/27 4:39,2013/11/27 4:45,2013/11/27 4:45,2013/11/27 4:52,3.72459,2.99987,3.14064,3.21111,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5854,0.13964,2013/11/27 5:05,2013/11/27 5:11,2013/11/27 5:11,2013/11/27 5:18,3.72491,2.99987,3.13951,3.2095,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58539,0.139,2013/11/27 5:31,2013/11/27 5:37,2013/11/27 5:37,2013/11/27 5:44,3.72426,2.99987,3.13887,3.20917,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58443,0.14013,2013/11/27 5:57,2013/11/27 6:03,2013/11/27 6:03,2013/11/27 6:10,3.72443,2.99987,3.14,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58442,0.13997,2013/11/27 6:23,2013/11/27 6:29,2013/11/27 6:29,2013/11/27 6:36,3.72426,2.99987,3.13984,3.2103,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58475,0.13367,2013/11/27 6:49,2013/11/27 6:55,2013/11/27 6:55,2013/11/27 7:02,3.72443,3.00601,3.13968,3.2103,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58523,0.13819,2013/11/27 7:15,2013/11/27 7:21,2013/11/27 7:22,2013/11/27 7:28,3.72491,3.00149,3.13968,3.2103,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58508,0.13964,2013/11/27 7:41,2013/11/27 7:48,2013/11/27 7:48,2013/11/27 7:54,3.72459,2.99987,3.13951,3.20982,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58459,0.13577,2013/11/27 8:08,2013/11/27 8:14,2013/11/27 8:14,2013/11/27 8:21,3.72443,3.00407,3.13984,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58717,0.13253,2013/11/27 8:34,2013/11/27 8:40,2013/11/27 8:40,2013/11/27 8:47,3.72426,3.00456,3.13709,3.20756,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58459,0.13964,2013/11/27 9:00,2013/11/27 9:06,2013/11/27 9:06,2013/11/27 9:13,3.7241,2.99987,3.13951,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58427,0.14029,2013/11/27 9:26,2013/11/27 9:32,2013/11/27 9:32,2013/11/27 9:39,3.72443,2.99987,3.14016,3.21047,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58379,0.14077,2013/11/27 9:52,2013/11/27 9:58,2013/11/27 9:58,2013/11/27 10:05,3.72443,2.99987,3.14064,3.21095,cell_v_drop_MGL35_NCM_cell_2013_1
355,0.58604,0.139,2013/11/27 10:18,2013/11/27 10:24,2013/11/27 10:24,2013/11/27 10:30,3.72491,2.99987,3.13887,3.20917,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58589,0.13867,2013/11/27 10:43,2013/11/27 10:49,2013/11/27 10:49,2013/11/27 10:56,3.72443,2.99987,3.13854,3.20901,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58458,0.13593,2013/11/27 11:09,2013/11/27 11:15,2013/11/27 11:15,2013/11/27 11:22,3.72426,3.00375,3.13968,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58459,0.14029,2013/11/27 11:35,2013/11/27 11:41,2013/11/27 11:41,2013/11/27 11:48,3.72475,2.99987,3.14016,3.21047,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58556,0.13899,2013/11/27 12:01,2013/11/27 12:07,2013/11/27 12:08,2013/11/27 12:14,3.72475,3.0002,3.13919,3.20966,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58556,0.13916,2013/11/27 12:28,2013/11/27 12:34,2013/11/27 12:34,2013/11/27 12:41,3.72459,2.99987,3.13903,3.20933,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58653,0.13819,2013/11/27 12:54,2013/11/27 13:00,2013/11/27 13:00,2013/11/27 13:07,3.72459,2.99987,3.13806,3.20836,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5854,0.13528,2013/11/27 13:20,2013/11/27 13:26,2013/11/27 13:26,2013/11/27 13:33,3.72443,3.00375,3.13903,3.20966,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58572,0.139,2013/11/27 13:46,2013/11/27 13:52,2013/11/27 13:52,2013/11/27 13:59,3.72459,2.99987,3.13887,3.20917,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58588,0.13884,2013/11/27 14:12,2013/11/27 14:18,2013/11/27 14:18,2013/11/27 14:25,3.72459,2.99987,3.13871,3.20933,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58507,0.13997,2013/11/27 14:38,2013/11/27 14:44,2013/11/27 14:44,2013/11/27 14:51,3.72491,2.99987,3.13984,3.20998,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58508,0.13382,2013/11/27 15:04,2013/11/27 15:10,2013/11/27 15:10,2013/11/27 15:17,3.72459,3.00569,3.13951,3.20982,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58701,0.13787,2013/11/27 15:30,2013/11/27 15:36,2013/11/27 15:36,2013/11/27 15:43,3.72475,2.99987,3.13774,3.20836,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58653,0.13835,2013/11/27 15:56,2013/11/27 16:02,2013/11/27 16:02,2013/11/27 16:09,3.72475,2.99987,3.13822,3.20836,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58653,0.13819,2013/11/27 16:22,2013/11/27 16:28,2013/11/27 16:29,2013/11/27 16:35,3.72459,2.99987,3.13806,3.20869,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58556,0.13867,2013/11/27 16:48,2013/11/27 16:55,2013/11/27 16:55,2013/11/27 17:02,3.72475,3.00052,3.13919,3.2095,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58782,0.13722,2013/11/27 17:15,2013/11/27 17:21,2013/11/27 17:21,2013/11/27 17:28,3.72491,2.99987,3.13709,3.20756,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58411,0.13802,2013/11/27 17:41,2013/11/27 17:47,2013/11/27 17:47,2013/11/27 17:54,3.72443,3.0023,3.14032,3.21079,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58443,0.14045,2013/11/27 18:07,2013/11/27 18:13,2013/11/27 18:13,2013/11/27 18:20,3.72475,2.99987,3.14032,3.21095,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58507,0.13981,2013/11/27 18:33,2013/11/27 18:39,2013/11/27 18:39,2013/11/27 18:46,3.72475,2.99987,3.13968,3.21014,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58831,0.13657,2013/11/27 18:59,2013/11/27 19:05,2013/11/27 19:05,2013/11/27 19:12,3.72491,3.00003,3.1366,3.20739,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58378,0.14061,2013/11/27 19:25,2013/11/27 19:31,2013/11/27 19:31,2013/11/27 19:38,3.72426,2.99987,3.14048,3.21095,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5841,0.1411,2013/11/27 19:51,2013/11/27 19:57,2013/11/27 19:57,2013/11/27 20:04,3.72507,2.99987,3.14097,3.21176,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58491,0.13932,2013/11/27 20:17,2013/11/27 20:23,2013/11/27 20:23,2013/11/27 20:30,3.72491,3.00068,3.14,3.21047,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58426,0.13997,2013/11/27 20:43,2013/11/27 20:49,2013/11/27 20:49,2013/11/27 20:56,3.72523,3.001,3.14097,3.21176,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58588,0.139,2013/11/27 21:09,2013/11/27 21:15,2013/11/27 21:16,2013/11/27 21:22,3.72491,3.00003,3.13903,3.2095,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58685,0.13803,2013/11/27 21:35,2013/11/27 21:42,2013/11/27 21:42,2013/11/27 21:49,3.72475,2.99987,3.1379,3.20901,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58427,0.14045,2013/11/27 22:02,2013/11/27 22:08,2013/11/27 22:08,2013/11/27 22:15,3.72459,2.99987,3.14032,3.21095,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58427,0.14077,2013/11/27 22:28,2013/11/27 22:34,2013/11/27 22:34,2013/11/27 22:41,3.72491,2.99987,3.14064,3.21144,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.58798,0.13592,2013/11/27 22:54,2013/11/27 23:00,2013/11/27 23:00,2013/11/27 23:07,3.72523,3.00133,3.13725,3.2082,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.58378,0.14126,2013/11/27 23:20,2013/11/27 23:26,2013/11/27 23:26,2013/11/27 23:33,3.72491,2.99987,3.14113,3.21224,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.58442,0.14094,2013/11/27 23:46,2013/11/27 23:52,2013/11/27 23:52,2013/11/27 23:59,3.72523,2.99987,3.14081,3.21176,cell_v_drop_MGL35_NCM_cell_2013_1
715,0.58394,0.13479,2013/11/28 0:12,2013/11/28 0:18,2013/11/28 0:18,2013/11/28 0:30,3.72523,3.0065,3.14129,3.21725,cell_v_drop_MGL35_NCM_cell_2013_1
3492,1.12145,0.26003,2010/1/1 4:19,2010/1/1 5:20,2010/1/1 5:20,2010/1/1 6:18,4.18117,2.79969,3.05972,3.4541,cell_v_drop_test14_New
3467,1.12838,0.25438,2010/1/1 8:31,2010/1/1 9:31,2010/1/1 9:31,2010/1/1 10:29,4.18262,2.79986,3.05424,3.45217,cell_v_drop_test14_New
3539,1.12087,0.25867,2010/1/1 4:19,2010/1/1 5:19,2010/1/1 5:19,2010/1/1 6:18,4.17921,2.79967,3.05834,3.45473,cell_v_drop_test19_New
3527,1.12746,0.2532,2010/1/1 8:30,2010/1/1 9:30,2010/1/1 9:30,2010/1/1 10:29,4.18033,2.79967,3.05287,3.45263,cell_v_drop_test19_New
297,1.32566,0.31999,2016/11/8 18:52,2016/11/8 19:54,2016/11/8 19:54,2016/11/8 19:59,4.1454,2.49975,2.81974,3.28322,cell_v_drop_LG36_NCM_cell_2016_11
299,1.32599,0.31949,2016/11/8 21:17,2016/11/8 22:18,2016/11/8 22:18,2016/11/8 22:23,4.1454,2.49992,2.81941,3.27611,cell_v_drop_LG36_NCM_cell_2016_11
294,1.33002,0.31529,2016/11/8 23:41,2016/11/9 0:42,2016/11/9 0:42,2016/11/9 0:47,4.14523,2.49992,2.81521,3.27046,cell_v_drop_LG36_NCM_cell_2016_11
298,1.3331,0.31238,2016/11/9 2:04,2016/11/9 3:06,2016/11/9 3:06,2016/11/9 3:11,4.1454,2.49992,2.8123,3.26512,cell_v_drop_LG36_NCM_cell_2016_11
298,1.33811,0.30753,2016/11/9 4:28,2016/11/9 5:30,2016/11/9 5:30,2016/11/9 5:35,4.14556,2.49992,2.80745,3.26076,cell_v_drop_LG36_NCM_cell_2016_11
297,1.33892,0.30656,2016/11/9 6:52,2016/11/9 7:54,2016/11/9 7:54,2016/11/9 7:59,4.1454,2.49992,2.80648,3.25624,cell_v_drop_LG36_NCM_cell_2016_11
294,1.34231,0.30333,2016/11/9 9:16,2016/11/9 10:18,2016/11/9 10:18,2016/11/9 10:22,4.14556,2.49992,2.80325,3.25203,cell_v_drop_LG36_NCM_cell_2016_11
294,1.34086,0.29945,2016/11/9 11:40,2016/11/9 12:41,2016/11/9 12:41,2016/11/9 12:46,4.1454,2.50509,2.80454,3.24832,cell_v_drop_LG36_NCM_cell_2016_11
298,1.34296,0.30155,2016/11/9 14:03,2016/11/9 15:05,2016/11/9 15:05,2016/11/9 15:10,4.1454,2.50089,2.80244,3.24476,cell_v_drop_LG36_NCM_cell_2016_11
299,1.34538,0.29154,2016/11/9 16:27,2016/11/9 17:29,2016/11/9 17:29,2016/11/9 17:34,4.14556,2.50864,2.80018,3.24153,cell_v_drop_LG36_NCM_cell_2016_11
298,1.34619,0.29089,2016/11/9 18:51,2016/11/9 19:52,2016/11/9 19:52,2016/11/9 19:57,4.1454,2.50832,2.79921,3.23814,cell_v_drop_LG36_NCM_cell_2016_11
299,1.34683,0.29848,2016/11/9 21:14,2016/11/9 22:15,2016/11/9 22:15,2016/11/9 22:20,4.14523,2.49992,2.7984,3.2383,cell_v_drop_LG36_NCM_cell_2016_11
